id,mol_name,formula,kegg_id,pubchem_sid
2501,(S)-Dihydroorotate,C5H6N2O4,C00337,3630
2502,16alpha-Hydroxyprogesterone,C21H30O3,C03748,6509
2503,Tectochrysin,C16H12O4,C11621,13786
2504,Aldohexose 6-phosphate,C6H13O9P,C03251,6118
2505,"4,8-Dihydroxyquinoline",C9H7NO2,C05637,7948
2506,(S)-1-Pyrroline-5-carboxylate,C5H7NO2,C03912,6642
2507,(S)-beta-Methylindolepyruvate,C12H11NO3,C03914,6643
2508,3-Hydroxykynurenamine,C9H12N2O2,C05636,7947
2509,"Quercetin 3,4',7-trissulfate",C15H10O16S3,C03898,6630
2510,S-(4-Bromophenyl)-L-cysteine,C9H10BrNO2S,C03900,6632
2511,"Propane-1,2-diol 1-phosphate",C3H9O5P,C03894,6626
2512,"Quercetin 3,3',7-trissulfate",C15H10O16S3,C03897,6629
2513,trans-5-O-Caffeoyl-D-quinate,C16H18O9,C03908,6638
2514,5-Hydroxyindoleacetate,C10H9NO3,C05635,7946
2515,Thiomorpholine 3-carboxylate,C5H9NO2S,C03901,6633
2516,beta-L-Arabinose 1-phosphate,C5H11O8P,C03906,6637
2517,Fenuron,C9H12N2O,C11224,13403
2518,5-Hydroxyindoleacetaldehyde,C10H9NO2,C05634,7945
2519,Ferbam,C9H18FeN3S6,C11223,13402
2520,"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate",C10H7NO7,C05641,7952
2521,Fenarimol,C17H12Cl2N2O,C11226,13405
2522,Isoferulic acid,C10H10O4,C10470,12653
2523,L-Rhamnulose 1-phosphate,C6H13O8P,C01131,4362
2524,Herbimycin,C30H42N2O9,C11225,13404
2525,Spinosyn B,C40H63NO10,C11055,13237
2526,Spinosyn D,C42H67NO10,C11056,13238
2527,D-Mycinose,C8H16O5,C11913,14075
2528,Clionasterol,C29H50O,"",254600
2529,26-Hydroxy-24-epi-brassinolide,C28H48O7,C11051,13233
2530,7-Ethoxycoumarin,C11H10O3,C11052,13234
2531,"9,10-Dihydrokadsurenone",C21H26O5,C11053,13235
2532,Isosafrole,C10H10O2,C10472,12655
2533,3-Acetyl-1-tigloylazadirachtinin,C35H44O16,C11047,13229
2534,Brassicanal A,C10H9NOS,C11048,13230
2535,24-epi-Brassinolide,C28H48O6,C11049,13231
2536,25-Hydroxy-24-epi-brassinolide,C28H48O7,C11050,13232
2537,Jionoside B1,C37H50O20,C10473,12656
2538,Gracillin,C45H72O17,C08901,11094
2539,N-Methylpyridinium,C6H8N+,C02724,5686
2540,Geldanamycin,C29H40N2O9,C11222,13401
2541,Lusitanicoside,C21H30O10,C10474,12657
2542,Deltoside,C51H84O23,C08895,11088
2543,Digitogenin,C27H44O5,C08896,11089
2544,Convallasaponin A,C32H52O9,C08893,11086
2545,Deltonin,C45H72O17,C08894,11087
2546,Gitogenin,C27H44O4,C08899,11092
2547,Gitonin,C50H82O23,C08900,11093
2548,Dioscin,C45H72O16,C08897,11090
2549,Diosgenin,C27H42O3,C08898,11091
2550,Ancistrocladine,C25H29NO4,C09335,11526
2551,Amurine,C19H19NO4,C09334,11525
2552,N-Acetyl-D-glucosaminate,C8H15NO7,C01133,4364
2553,5-Formyltetrahydrofolate,C20H23N7O7,C03479,6294
2554,Adenosine tetraphosphate,C10H17N5O16P4,C03483,6295
2555,4-Nitroquinoline N-oxide,C9H6N2O3,C03474,6291
2556,"5,12-Dihydroxanthommatin",C20H15N3O8,C03476,6293
2557,Alangicine,C28H36N2O5,C09327,11518
2558,1-(p-Hydroxyphenyl)ethylamine,C8H11NO,C03473,6290
2559,Amurensine,C19H19NO4,C09333,11524
2560,3-alpha(S)-Strictosidine,C27H34N2O9,C03470,6287
2561,Alpinine,C23H29NO6,C09331,11522
2562,Alangiside,C25H31NO10,C09330,11521
2563,Succinylacetone,C7H10O4,"",445300
2564,D-Biopterin,C9H11N5O3,"",""
2565,Glucosan,C6H10O5,"",272608
2566,Dioleoylphosphatidic acid,C39H73O8P,"",738554
2567,Glucoberteroin,C13H24NO9S3-,C08401,10597
2568,Glucoalyssin,C13H24NO10S3-,C08400,10596
2569,Glucobrassicanapin,C12H20NO9S2-,C08403,10599
2570,Cicutoxin,C17H22O2,C08402,10598
2571,Glucocheirolin,C11H20NO11S3-,C08405,10601
2572,Glucocapparin,C8H14NO9S2-,C08404,10600
2573,Glucocochlearin,C11H20NO9S2-,C08407,10603
2574,Glucocleomin,C12H22NO10S2-,C08406,10602
2575,"9,10-Phenanthroquinone",C14H8O2,C03243,6113
2576,"beta,gamma-Methylene ATP",C11H18N5O12P3,C13741,586330
2577,Adenosine 5-O-(3-thiotriphophate),C10H16N5O12P3S,C13742,586331
2578,(R)-AMAA,C6H8N2O4,C13739,586328
2579,"alpha,beta-Methylene ATP",C11H18N5O12P3,C13740,586329
2580,N-(Tetradecanoyl)-sphing-4-enine,C32H63NO3,C13916,854160
2581,"N-(30-(9Z,12Z-octadecadienoyloxy)-tricontanoyl)-sphing-4-enine",C66H125NO5,C13918,854162
2582,Argiotoxin 636,C29H52N10O6,C13927,854171
2583,Hexadecyltrimethylammonium hydroxide,C19H43NO,C13928,854172
2584,Argiotoxin 659,C31H53N11O5,C13929,854173
2585,JSTX-3,C27H47N7O6,C13931,854175
2586,"1,7-Dimethylxanthine",C7H8N4O2,C13747,586336
2587,9-Methyl-7-bromoeudistomin D,C12H8Br2N2O,C13748,586337
2588,Leukotriene F4,C28H44N2O8S,C06462,8694
2589,N-Trimethyl-2-aminoethylphosphonate,C5H15NO3P+,C06459,8691
2590,D-Altrose,C6H12O6,C06464,8696
2591,D-Threose,C4H8O4,C06463,8695
2592,D-Idose,C6H12O6,C06466,8698
2593,D-Gulose,C6H12O6,C06465,8697
2594,D-Psicose,C6H12O6,C06468,8700
2595,D-Talose,C6H12O6,C06467,8699
2596,Muramic acid,C9H17NO7,C06470,8702
2597,Neuraminic acid,C9H17NO8,C06469,8701
2598,Levobunolol hydrochloride,C17H26ClNO3,C08228,10427
2599,Hydroxocobalamin,C62H90CoN13O15P-2,C08230,10429
2600,Levothyroxine sodium anhydrous,C15H10I4NNaO4,C08212,10411
2601,Iopanoic acid,C11H12I3NO2,C08217,10416
2602,Acetylcholine chloride,C7H16ClNO2,C08201,10400
2603,Doxercalciferol,C28H44O2,C08211,10410
2604,Meclofenoxate,C12H16ClNO3,C08195,10394
2605,Neostigmine bromide,C12H19BrN2O2,C08197,10396
2606,Gibberellin A53 aldehyde,C20H28O4,C11905,14067
2607,Risedronic acid,C7H11NO7P2,C08233,10432
2608,beta-Cymaropyranose,C7H14O4,C08234,10433
2609,Dihydromethanophenazine,C37H52N2O,C11904,14066
2610,Maprotiline,C20H23N,C07107,9318
2611,Mafenide,C7H10N2O2S,C07106,9317
2612,6-Keto-prostaglandin F1alpha,C20H34O6,C05961,8245
2613,"3,6-Dideoxy-3-oxo-dTDP-D-glucose",C16H24N2O15P2,C11908,14070
2614,alpha-Oxo-benzeneacetic acid,C8H6O3,C02137,5216
2615,Boc-Asn-OPhNO2,C15H19N3O7,C02138,5217
2616,6-Keto-prostaglandin E1,C20H32O6,C05962,8246
2617,Arachidonyl-CoA,C41H66N7O17P3S,C02249,5312
2618,CDPglucose,C15H25N3O16P2,C00501,3784
2619,Biliverdin,C33H34N4O6,C00500,3783
2620,Erythritol,C4H10O4,C00503,3786
2621,D-Xylonate,C5H10O6,C00502,3785
2622,(R)-Malate,C4H6O5,C00497,3780
2623,Sulochrin,C17H16O7,C00495,3778
2624,Allantoate,C4H8N4O4,C00499,3782
2625,ADPglucose,C16H25N5O15P2,C00498,3781
2626,Castanospermine,C8H15NO4,C02256,5318
2627,"2,3,6-Trichlorohydroquinone",C6H3Cl3O2,C07099,9310
2628,Gentamicin,C21H43N5O7,C00505,3788
2629,Folate,C19H19N7O6,C00504,3787
2630,Choloyl-taurine,C25H43NO8S,C02258,5320
2631,(R)-Canadine,C20H21NO4,C11818,13982
2632,Deoxytubulosine,C29H37N3O2,C11817,13981
2633,alpha-Methyl-m-tyrosine,C10H13NO3,C11820,13984
2634,Cromakalim,C16H18N2O3,C11819,13983
2635,2-Aminomalonate semialdehyde,C3H5NO3,C11822,13986
2636,5-Hydroxyisourate,C5H4N4O4,C11821,13985
2637,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester,C35H34MgN4O5,C11829,13993
2638,3beta-Hydroxy-5beta-pregnane-20-one,C21H34O2,C11825,13989
2639,Divinylprotochlorophyllide,C35H30MgN4O5,C11831,13995
2640,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester,C35H32MgN4O5,C11830,13994
2641,D-Galactosamine,C6H13NO5,C02262,5324
2642,"dTDP-3-amino-3,4,6-trideoxy-D-glucose",C16H27N3O13P2,C11910,14072
2643,Xylose,C5H10O5,C01394,4585
2644,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)5-D-alanyl-D-alanine,C104H172N14O30P2,C05895,8183
2645,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C94H157N9O25P2,C05894,8182
2646,Bismuth subsalicylate,C7H11BiO4,C07870,10072
2647,Haplophyllidine,C18H23NO4,C10692,12875
2648,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C34H55N7O24P2,C05892,8180
2649,Glycoperine,C19H21NO8,C10686,12869
2650,Glycophymoline,C16H14N2O,C10687,12870
2651,Methaqualone,C16H14N2O,C07560,9763
2652,Glycosminine,C15H12N2O,C10688,12871
2653,dTDP-6-deoxy-D-allose,C16H26N2O15P2,C11912,14074
2654,Dibucaine,C20H29N3O2,C07879,10081
2655,"3a,6b,7b,12a-Tetrahydroxy-5b-cholanoic acid",C24H40O6,"",""
2656,2-Deoxyribonic acid,C5H10O5,"",""
2657,"3a,6a,7b-Trihydroxy-5b-cholanoic acid",C24H40O5,"",696164
2658,"3b,7a-Dihydroxy-5b-cholanoic acid",C24H40O4,"",742123
2659,3-Deoxytetronic acid,C4H8O4,"",770103
2660,"3a,7a-Dihydroxycoprostanic acid",C27H46O4,"",""
2661,3b-Allotetrahydrocorticosterone,C21H34O4,"",153881
2662,17-Epiestriol,C18H24O3,"",121902
2663,"3b,17b-Dihydroxyetiocholane",C19H32O2,"",380005
2664,2(R)-Hydroxyadipic acid,C6H10O5,"",""
2665,Methyllycaconitine,C37H50N2O10,C08699,10892
2666,Mesaconitine,C33H45NO11,C08698,10891
2667,Norerythrostachaldine,C23H37NO5,C08701,10894
2668,2-Methylmaleate,C5H6O4,C02226,5291
2669,2-Methylbutanal,C5H10O,C02223,5288
2670,2-Methylcholine,C6H16NO+,C02224,5289
2671,2-Cyanopyridine,C6H4N2,C02221,5286
2672,2-Maleylacetate,C6H6O5,C02222,5287
2673,Chloroprocaine,C13H19ClN2O2,C07877,10079
2674,Ovatine,C24H35NO3,C08703,10896
2675,Nudicauline,C38H50N2O11,C08702,10895
2676,3-Methylguanine,C6H7N5O,C02230,5294
2677,3-Nitroacrylate,C3H3NO4,C02231,5295
2678,GDP-6-deoxy-D-mannose,C16H25N5O15P2,C03117,6011
2679,Prostaglandin A2,C20H30O4,C05953,8237
2680,Prostaglandin B2,C20H30O4,C05954,8238
2681,Absinthin,C30H40O6,C09286,11477
2682,Pimpinellin,C13H10O5,C09285,11476
2683,Acroptilin,C19H23ClO7,C09288,11479
2684,"3,5-Di-O-galloyl-4-O-digalloylquinic acid",C35H28O22,C10220,12406
2685,Alatolide,C19H26O6,C09290,11481
2686,Alantolactone,C15H20O2,C09289,11480
2687,Ambrosin,C15H18O3,C09292,11483
2688,Amaralin,C15H20O4,C09291,11482
2689,Anisatin,C15H20O8,C09294,11485
2690,Angustibalin,C17H20O5,C09293,11484
2691,L-Iduronate 2-sulfate,C6H10O10S,C03126,6019
2692,Prostaglandin G2,C20H32O6,C05956,8240
2693,Norhyoscyamine,C16H21NO3,C10862,13045
2694,Meteloidine,C13H21NO4,C10861,13044
2695,Littorine,C17H23NO3,C10860,13043
2696,Knightinol,C17H23NO3,C10859,13042
2697,Ecgonine,C9H15NO3,C10858,13041
2698,Darlingine,C13H17NO2,C10857,13040
2699,Convolvine,C16H21NO4,C10856,13039
2700,Convoline,C16H21NO5,C10855,13038
2701,Testosterone cypionate,C27H40O3,C08156,10356
2702,Physoperuvine,C8H15NO,C10864,13047
2703,Phyllalbine,C16H21NO4,C10863,13046
2704,Prostaglandin J2,C20H30O4,C05957,8241
2705,Testosterone enanthate,C26H40O3,C08157,10357
2706,"delta-12-13,14-Dihydro-prostaglandin J2",C20H30O4,C05958,8242
2707,Nandrolone decanoate,C28H44O3,C08154,10354
2708,11-epi-Prostaglandin F2alpha,C20H34O5,C05959,8243
2709,Oxaloacetate 4-methyl ester,C5H6O5,C03716,6482
2710,"4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene",C16H18O4,C10256,12442
2711,"4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene",C15H14O3,C10257,12443
2712,Flavidin,C15H12O3,C10258,12444
2713,Glepidotin C,C19H22O3,C10259,12445
2714,Copalliferol B,C42H32O9,C10252,12438
2715,Demethylbatatasin IV,C14H14O3,C10253,12439
2716,Dihydropinosylvin,C14H14O2,C10254,12440
2717,Dihydroresveratrol,C14H14O3,C10255,12441
2718,Gnetin A,C28H22O6,C10260,12446
2719,Hircinol,C15H14O3,C10261,12447
2720,Mansonone C,C15H16O2,C10371,12557
2721,Lucidin omega-methyl ether,C16H12O5,C10370,12556
2722,Lactose 6-phosphate,C12H23O14P,C05396,7765
2723,Melibiitol,C12H24O11,C05399,7766
2724,Platyphylline,C18H27NO5,C10363,12549
2725,Kigelinone,C14H10O5,C10362,12548
2726,Knipholone,C24H18O8,C10365,12551
2727,3-Keto-beta-D-galactose,C6H10O6,C05394,7764
2728,beta-Lapachone,C15H14O3,C10367,12553
2729,Lapachol,C15H14O3,C10366,12552
2730,Lucidin,C15H10O5,C10369,12555
2731,Lawsone,C10H6O3,C10368,12554
2732,Korupensamine A,C23H25NO4,C12338,582728
2733,Dioncopeltine A,C23H25NO4,C12339,582729
2734,omega-Cyclohexylundecanoic acid,C17H32O2,C12100,14247
2735,Cyclohex-1-enecarboxylic acid,C7H10O2,C12101,14248
2736,Cyanidin 3-O-(6-O-p-coumaroyl)glucoside,C30H27O13+,C12095,14243
2737,Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside,C36H37O18+,C12096,14244
2738,Ansatrienin A,C36H48N2O8,C12098,14245
2739,Asukamycin,C31H34N2O7,C12099,14246
2740,Methylstyrylpyron,C14H12O4,C12090,14239
2741,Militarinone C,C26H33NO4,C12335,582725
2742,N-Methylanthraniloyl-CoA,C29H43N8O17P3S,C12092,14241
2743,"1,3-Dihydroxy-N-methyl-acridone",C14H11NO3,C12093,14242
2744,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",C6H3ClO4,C04706,7279
2745,"alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate",C9H19O11P,C04703,7278
2746,2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine,C11H19N4O4+,C04692,7272
2747,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H13O10P,C04691,7271
2748,2-(Hydroxymethyl)-3-(acetamidomethylene)succinate,C8H11NO6,C04690,7270
2749,"(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate",C7H12O4,C04687,7268
2750,UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C40H65N9O26P2,C04702,7277
2751,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine,C34H55N7O24P2,C04700,7276
2752,Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside,C13H24O10,C04698,7275
2753,5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside,C22H29NO12,C04695,7273
2754,Gyromitrin,C4H8N2O,C08305,10503
2755,Medroxyprogesterone acetate,C24H34O4,C08150,10350
2756,Paraldehyde,C6H12O3,C07834,10036
2757,Ethchlorvynol,C7H9ClO,C07833,10035
2758,Fomepizole,C4H6N2,C07837,10039
2759,D-glycero-D-manno-Heptose 7-phosphate,C7H15O10P,C07836,10038
2760,Ethotoin,C11H12N2O2,C07839,10041
2761,D-glycero-D-manno-Heptose 1-phosphate,C7H15O10P,C07838,10040
2762,Levetiracetam,C8H14N2O2,C07841,10043
2763,Fosphenytoin,C16H15N2O6P,C07840,10042
2764,Thiamylal,C12H18N2O2S,C07846,10048
2765,Methohexital,C14H18N2O3,C07844,10046
2766,Megestrol acetate,C24H32O4,C08151,10351
2767,(S)-3-Hydroxy-3-methylglutarate,C6H10O5,C04032,6736
2768,"1,3,6,8-Naphthalenetetrol",C10H8O4,C04033,6737
2769,D-Cathine,C9H13NO,C08300,10498
2770,Dimetacrine tartrate,C24H32N2O6,C12959,583348
2771,Phenylacetylglycine dimethylamide,C12H16N2O2,C12958,583347
2772,Dilazep dihydrochloride,C31H46Cl2N2O10,C12954,583343
2773,Mazaticol hydrochloride,C21H28ClNO3S2,C12948,583337
2774,Tocoretinate,C49H76O3,C12967,583356
2775,Etizolam,C17H15ClN4S,C12965,583354
2776,Alminoprofen,C13H17NO2,C12964,583353
2777,Cyphenothrin,C24H25NO3,C12962,583351
2778,Ethyl piperidinoacetylaminobenzoate,C16H22N2O3,C12970,583359
2779,Alfacalcidol,C27H44O2,C12969,583358
2780,D-Ribitol 5-phosphate,C5H13O8P,C01068,4307
2781,Desulfoglucotropeolin,C14H19NO6S,C01069,4308
2782,5-Dehydro-D-gluconate,C6H10O7,C01062,4301
2783,6-Carboxyhexanoyl-CoA,C28H46N7O19P3S,C01063,4302
2784,"Cyclohexane-1,3-dione",C6H8O2,C01066,4305
2785,D-Galactose 6-sulfate,C6H12O9S,C01067,4306
2786,11beta-Hydroxysteroid,C19H32O2,C01058,4297
2787,"2,5-Dihydroxypyridine",C5H5NO2,C01059,4298
2788,"3,5-Diiodo-L-tyrosine",C9H9I2NO3,C01060,4299
2789,4-Fumarylacetoacetate,C8H8O6,C01061,4300
2790,Hexaporphyrin I,C38H38N4O12,"",""
2791,Hydroxyisocaproic acid,C6H12O3,"",432692
2792,Isodesmosine,C24H40N5O8+,"",157139
2793,Methyl N-(a-methylbutyryl)glycine,C8H15NO3,"",""
2794,m-Hydroxymandelic acid,C8H8O4,"",298932
2795,Methylglutaric acid,C6H10O4,"",302103
2796,Isovalerylalanine,C8H15NO3,"",705841
2797,L-3-Phenyllactic acid,C9H10O3,"",294770
2798,L-Hexanoylcarnitine,C13H25NO4,"",""
2799,Hyocholic Acid,C24H40O5,"",391523
2800,Tricholomic acid,C5H8N2O4,C08298,10496
2801,L-Selenocystathionine,C7H14N2O4Se,C08297,10495
2802,"2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate",C12H11NO4,C08062,10262
2803,"5a-Cholestane-3a,7a,12a,23,25-pentol",C27H4805,"",""
2804,Rocuronium,C32H53N2O4+,C07556,9759
2805,Narcissidine,C18H23NO5,C12184,14330
2806,Saponarin,C27H30O15,C08064,10264
2807,Pipecuronium,C35H62N4O4+2,C07554,9757
2808,10-Hydroxymorroniside,C17H26O12,C11660,13825
2809,Gramine,C11H14N2,C08304,10502
2810,Butoconazole nitrate,C19H18Cl3N3O3S,C08066,10266
2811,7-Deoxypancratistatin,C14H15NO7,C12255,14400
2812,"2,3,7,8-Tetrachlorodibenzodioxin",C12H4Cl4O2,C07557,9760
2813,Acetoacetamide,C4H7NO2,C11106,13288
2814,Econazole nitrate,C18H16Cl3N3O4,C08069,10269
2815,Miconazole nitrate,C18H15Cl4N3O4,C08070,10270
2816,7-Epiloganic acid,C16H24O10,C11661,13826
2817,Galegine,C6H13N3,C08303,10501
2818,Naftifine,C21H21N,C08071,10271
2819,Ropinirole,C16H24N2O,C07564,9767
2820,N-Phenylacetamide,C8H9NO,C07565,9768
2821,Falecalcitriol,C27H38F6O3,C13123,585187
2822,7-Epiloganin tetraacetate,C25H34O14,C11662,13827
2823,Apigenin-6-C-glucoside,C21H20O10,C01714,4851
2824,(9E)-Octadecenoic acid,C18H34O2,C01712,4850
2825,Hesperetin,C16H14O6,C01709,4847
2826,Glyphosate,C3H8NO5P,C01705,4843
2827,Inulobiose,C12H22O11,C01711,4849
2828,Indan-1-ol,C9H10O,C01710,4848
2829,Gibberellin A3,C19H22O6,C01699,4839
2830,Galactitol,C6H14O6,C01697,4837
2831,Glyceollin,C20H18O5,C01701,4841
2832,Globomycin,C32H57N5O9,C01700,4840
2833,"Adenosine 2',5'-bisphosphate",C10H15N5O10P2,C03850,6587
2834,Adenosine 5'-phosphoramidate,C10H15N6O6P,C03851,6588
2835,"Androstan-3alpha,17beta-diol",C19H32O2,C03852,6589
2836,Bis(glycerophospho)-glycerol,C9H22O13P2,C03853,6590
2837,Cholesteryl-beta-D-glucoside,C33H56O6,C03855,6591
2838,D-Fructosyl-D-fructofuranose,C12H22O11,C03857,6593
2839,D-Glucosyldihydrosphingosine,C24H49NO7,C03858,6594
2840,Deaminohydroxyblasticidin S,C17H25N7O6,C03860,6596
2841,"Dibenzo[1,4]dioxin-2,3-dione",C12H6O4,C03861,6597
2842,Ethyl (R)-3-hydroxyhexanoate,C8H16O3,C03864,6599
2843,Loganin pentaacetate,C27H36O15,C11663,13828
2844,Hymexazol  O-glucoside,C10H15NO7,C11102,13284
2845,D-Cathinone,C9H11NO,C08301,10499
2846,MC-6063,C14H9ClFNO5,C11069,13251
2847,2-Deoxystreptamine 4-phosphate,C6H15N2O6P,C03980,6697
2848,MC-3761,C14H8Cl3NO5,C11067,13249
2849,MC-5127,C15H11Cl2NO5,C11068,13250
2850,Benfuracarb,C20H30N2O5S,C11073,13255
2851,THTC,C5H8O2S,C11074,13256
2852,Aminocarb,C11H16N2O2,C11071,13253
2853,4-Carboxy-2-oxo-3-hexenedioate,C7H6O7,C05364,7739
2854,Carbetamide,C12H16N2O3,C11075,13257
2855,2-N-Dodecyltetrahydrothiophene,C16H32S,C11076,13258
2856,10-Deoxygeniposide tetraacetate,C25H32O13,C11664,13829
2857,2-Methylpropanal O-methyloxime,C5H11NO,C03982,6699
2858,Triacetate lactone,C6H6O3,C02752,5709
2859,Sinapoyltartronate,C14H14O9,C02750,5708
2860,alpha-Pinene-oxide,C10H16O,C02759,5716
2861,"D-Xylono-1,4-lactone",C5H8O5,C02753,5710
2862,(+)-Pseudoephedrine,C10H15NO,C02765,5721
2863,enol-Phenylpyruvate,C9H8O3,C02763,5719
2864,"1,2-Dihydrosantonin",C15H20O3,C02771,5724
2865,(+)-Ureidoglycolate,C3H6N2O4,C02766,5722
2866,"2,3-Dihydroxyindole",C8H7NO2,C02775,5727
2867,10-Hydroxydecanoic acid,C10H20O3,C02774,5726
2868,N-Glycolyl-D-glucosamine,C8H15NO7,C03146,6034
2869,N-Formyl-L-methionine,C6H11NO3S,C03145,6033
2870,1-Aminocyclopentanecarboxylate,C6H11NO2,C03969,6689
2871,3-Methoxybenzyl alcohol,C8H10O2,C03352,6193
2872,3-Methylthiopropanamine,C4H11NS,C03354,6194
2873,3-Phospho-D-erythronate,C4H9O8P,C03356,6195
2874,4-Acetamidobutanoyl-CoA,C27H45N8O18P3S,C03357,6196
2875,"3,5-Dichloro-L-tyrosine",C9H9Cl2NO3,C03347,6189
2876,"3,6-Dideoxy-L-galactose",C6H12O4,C03348,6190
2877,3-Aminopropanesulfonate,C3H9NO3S,C03349,6191
2878,3-Hydroxybenzyl alcohol,C7H8O2,C03351,6192
2879,Chamissonin,C15H20O4,C09355,11546
2880,3-Oxopristanoyl-CoA,C40H70N7O18P3S,C07297,9506
2881,7-Deoxygardoside metyl ester tetraacetate,C25H32O13,C11665,13830
2882,"2,3,4,5-Tetrahydrodipicolinate",C7H9NO4,C03972,6692
2883,4-Chloro-2-methylphenol,C7H7ClO,C03359,6197
2884,4-Nitrophenyl phosphate,C6H6NO6P,C03360,6198
2885,"dTDP-3-oxo-4,6-dideoxy-D-glucose",C16H24N2O14P2,C11909,14071
2886,"Hexose-1,5-lactone",C6H10O6,C02692,5660
2887,Methylarsonite,CH5AsO2,C07295,9504
2888,Indole-3-acetamide,C10H10N2O,C02693,5661
2889,dTDP-D-desosamine,C18H31N3O13P2,C11911,14073
2890,L-Formylkynurenine,C11H12N2O4,C02700,5664
2891,L-Serine O-sulfate,C3H7NO6S,C02703,5666
2892,11-Hydroxyiridodial glucoside pentaacetate,C26H36O13,C11666,13831
2893,Monomethyl sulfate,CH4O4S,C02704,5667
2894,Mucus glycoprotein,C28H47N5O18,C02705,5668
2895,N-Acetoxyarylamine,C8H9NO2,C02709,5672
2896,N-Acetyl-L-leucine,C8H15NO3,C02710,5673
2897,"11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione",C21H32O5,C05471,7831
2898,8-epi-11-Hydroxyiridodial glucoside pentaacetate,C26H36O13,C11667,13832
2899,Latifoline,C20H27NO7,C10344,12530
2900,Zeaxanthin,C40H56O2,C06098,8363
2901,"17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione",C21H30O5,C05469,7829
2902,Urocortisone,C21H32O5,C05470,7830
2903,Tectoridin,C22H22O11,C10533,12716
2904,Tectorigenin,C16H12O6,C10534,12717
2905,(-)-Sparticarpin,C17H16O5,C10531,12714
2906,"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA",C48H78N7O21P3S,C05467,7827
2907,Sojagol,C20H16O5,C10529,12712
2908,Sophoraisoflavanone A,C21H22O6,C10530,12713
2909,Sayanedine,C17H14O5,C10527,12710
2910,1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose 5'-phosphate,C12H16NO9P,C10528,12711
2911,Rotenonone,C23H18O7,C10525,12708
2912,5beta-Cyprinolsulfate,C27H48O8S,C05468,7828
2913,Prostaglandin E2,C20H32O5,C00584,3863
2914,Taurochenodeoxycholate,C26H45NO6S,C05465,7825
2915,2-Deoxy-D-glucose,C6H12O5,C00586,3865
2916,Glycochenodeoxycholate,C26H43NO5,C05466,7826
2917,GA25,C20H26O6,"",745265
2918,Angoline,C22H21NO5,C09336,11527
2919,GA17,C20H26O7,"",743003
2920,Ankorine,C19H29NO4,C09337,11528
2921,Annolobine,C17H15NO3,C09338,11529
2922,1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C40H79NO7P+,C13895,854140
2923,sn-Caldarchaeo-1-phosphoethanolamine,C88H178NO9P,C13896,854141
2924,1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate,C46H83N3O15P2,C13892,854137
2925,1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C42H85NO7P+,C13894,854139
2926,1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-pyrophosphate,C37H72O11P2,C13890,854135
2927,"1,2-Didodecanoyl-sn-glycero-3-cytidine-5'-diphosphate",C36H65N3O15P2,C13891,854136
2928,1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1'-myo-inositol,C43H81O13P,C13888,854133
2929,1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate,C37H71O8P,C13889,854134
2930,(-)-Apoglaziovine,C18H19NO3,C09340,11531
2931,sn-Caldito-1-phosphoethanolamine,C94H190NO15P,C13897,854142
2932,1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenedioyl)-sn-glycero-3-phosphatidylcholine,C32H60NO11P,C13898,854143
