id,bmrbtype,bmrbid,dirname,bottlename,commonname
1545,bmst,bmst000200,N_acetyl_D_glucosamine_6_phosphate,N_acetyl_D_glucosamine_6_phosphate_2965,N-Acetyl-D-glucosamine 6-phosphate
1546,bmst,bmst000201,N_acetyl_L_alanine,N_acetyl_L_alanine_150408,N-Acetyl-L-alanine
1547,bmst,bmst000202,N_acetyl_L_glutamine,N_acetyl_L_glutamine_680315,N-Acetyl-L-Glutamine
1633,bmst,bmst000292,UTP,UTP_3375,UTP
1548,bmst,bmst000203,N_alpha_acetyl_DL_ornithine,N_alpha_acetyl_DL_ornithine_3726,N(alpha)-Acetyl-DL-ornithine
1549,bmst,bmst000204,acetic_acid,acetic_acid_3335,Acetic acid
1550,bmst,bmst000206,acetylcarnitine,acetylcarnitine_697490,(+-)-Acetylcarnitine
1551,bmst,bmst000208,1_amino_1_phenylmethyl_phosphonic_acid,1_amino_1_phenylmethyl_phosphonic_acid_675736,(1-Amino-1-phenylmethyl)phosphonic acid
1552,bmst,bmst000209,3_4_Hydroxyphenyl_pyruvate,3_4_Hydroxyphenyl_pyruvate_4406,3-(4-Hydroxyphenyl)pyruvate
1553,bmst,bmst000210,4_Hydroxybenzaldehyde,4_Hydroxybenzaldehyde_3906,4-Hydroxybenzaldehyde
1554,bmst,bmst000211,4_Nitrocatechol,4_Nitrocatechol_5299,4-Nitrocatechol
1555,bmst,bmst000212,4_Nitrophenyl_phosphate,4_Nitrophenyl_phosphate_6198,4-Nitrophenyl phosphate
1556,bmst,bmst000213,4_nitrophenol,4_nitrophenol_4127,4-Nitrophenol
1557,bmst,bmst000214,5_acetylamino_2_nitrobenzoic_acid,5_acetylamino_2_nitrobenzoic_acid_655125,5-(Acetylamino)-2-nitrobenzoic acid
1558,bmst,bmst000215,Acetophenone,Acetophenone_9324,Acetophenone
1559,bmst,bmst000216,Acetyl_phosphate,Acetyl_phosphate_3527,Acetyl phosphate
1560,bmst,bmst000217,Benzoate,Benzoate_3480,Benzoate
1561,bmst,bmst000218,Benzonitrile,Benzonitrile_12002,Benzonitrile
1562,bmst,bmst000219,CDP,CDP_3412,CDP
1563,bmst,bmst000220,CTP,CTP_3363,CTP
1564,bmst,bmst000221,Choline,Choline_3414,Choline
1565,bmst,bmst000222,CoA,CoA_3312,CoA
1566,bmst,bmst000223,DL_Alanine,DL_Alanine_4590,Alanine
1567,bmst,bmst000224,D_Aspartate,D_Aspartate_3692,D-Aspartate
1568,bmst,bmst000225,D_Fructose_1_phosphate,D_Fructose_1_phosphate_4329,D-Fructose 1-phosphate
1569,bmst,bmst000226,D_Fructose_2_6_bisphosphate,D_Fructose_2_6_bisphosphate_3934,"D-Fructose 2,6-bisphosphate"
1570,bmst,bmst000227,D_Glyceraldehyde,D_Glyceraldehyde_3856,D-Glyceraldehyde
1571,bmst,bmst000229,caffeine,caffeine_9684,Caffeine
1572,bmst,bmst000230,UDPglucuronate,UDPglucuronate_3467,UDP glucuronate
1573,bmst,bmst000231,dADP,dADP_3506,dADP
1574,bmst,bmst000232,dTMP,dTMP_3655,dTMP
1575,bmst,bmst000233,FMN,FMN_3361,FMN
1576,bmst,bmst000234,UDP,UDP_3317,UDP
1577,bmst,bmst000235,dAMP,dAMP_3651,dAMP
1578,bmst,bmst000236,uridine,uridine_3593,Uridine
1579,bmst,bmst000237,cytidine,cytidine_3758,Cytidine
1580,bmst,bmst000238,uracil,uracil_3272,Uracil
1581,bmst,bmst000239,UTP,UTP_3375,UTP
1582,bmst,bmst000241,uridine_5_diphospho_N_acetlyglucosamine,uridine_5_diphospho_N_acetlyglucosamine_154007,Uridine 5'-diphospho-N-acetlyglucosamine
1583,bmst,bmst000242,Thiamin,Thiamin_3668,Thiamin
1584,bmst,bmst000243,cytosine,cytosine_3670,Cytosine
1585,bmst,bmst000244,UMP,UMP_3405,UMP
1586,bmst,bmst000245,inosine_5_monophosphate,inosine_5_monophosphate_151738,Inosine 5'-monophosphate
1587,bmst,bmst000246,D_glucuronate,alpha_D_glucuronate_3491,D-Glucuronate
1588,bmst,bmst000247,D_glucuronate,beta_D_glucuronate_3491,D-Glucuronate
1589,bmst,bmst000248,L_valine,L_valine_3483,L-Valine
1590,bmst,bmst000249,L_tyrosine,L_tyrosine_3382,L-Tyrosine
1591,bmst,bmst000250,L_tryptophan,L_tryptophan_3378,L-Tryptophan
1592,bmst,bmst000251,L_threonine,L_threonine_3488,L-Threonine
1593,bmst,bmst000252,L_threitol,L_threitol_272831,L-(-)-Threitol
1594,bmst,bmst000253,L_serine,L_serine_3365,L-Serine
1595,bmst,bmst000254,L_proline,L_proline_3448,L-Proline
1596,bmst,bmst000255,L_phenylalanine,L_phenylalanine_3379,L-Phenylalanine
1597,bmst,bmst000256,L_methionine,L_methionine_3373,L-Methionine
1598,bmst,bmst000257,L_malic_acid,L_malic_acid_3449,L-Malic acid
1599,bmst,bmst000258,L_lysine,L_lysine_3349,L-Lysine
1600,bmst,bmst000259,L_leucine,L_leucine_3423,L-Leucine
1601,bmst,bmst000260,L_isoleucine,L_isoleucine_3697,L-Isoleucine
1602,bmst,bmst000261,L_histidine,L_histidine_3435,L-Histidine
1603,bmst,bmst000262,L_glutamine,L_glutamine_148793,L-Glutamine
1604,bmst,bmst000263,L_glutamic_acid,L_glutamic_acid_3596,L-Glutamic acid
1605,bmst,bmst000264,L_cystine,L_cystine_3774,L-Cystine
1606,bmst,bmst000265,L_cysteine,L_cysteine_3397,L-Cysteine
1607,bmst,bmst000266,L_carnitine,L_carnitine_154219,L(-)-Carnitine
1608,bmst,bmst000267,L_canavanine,L_canavanine_3602,L-Canavanine
1609,bmst,bmst000268,L_aspartic_acid,L_aspartic_acid_3351,L-Aspartic acid
1610,bmst,bmst000269,L_asparagine,L_asparagine_3452,L-Asparagine
1611,bmst,bmst000270,L_arginine,L_arginine_3362,L-Arginine
1612,bmst,bmst000271,L_arabitol,L_arabitol_3814,L-(-) Arabitol
1613,bmst,bmst000272,L_alanine,L_alanine_3343,L-Alanine
1614,bmst,bmst000273,ITP,ITP_3381,ITP
1615,bmst,bmst000274,Hydroquinone,Hydroquinone_3812,Hydroquinone
1616,bmst,bmst000275,Methanol,Methanol_3432,Methanol
1617,bmst,bmst000276,N_acetylneuraminic_acid,N_acetylneuraminic_acid_3568,N-Acetylneuraminic acid
1618,bmst,bmst000277,Nicotinamide,Nicotinamide_3453,Nicotinamide
1619,bmst,bmst000278,Orotate,Orotate_3589,Orotate
1620,bmst,bmst000279,Oxalosuccinate,Oxalosuccinate_7753,Oxalosuccinate
1621,bmst,bmst000280,Pantothenate,Pantothenate_4121,Pantothenate
1622,bmst,bmst000281,Phenol,Phenol_3446,Phenol
1623,bmst,bmst000282,Pyridoxine,Pyridoxine_149073,Pyridoxine
1624,bmst,bmst000283,R_Lactate,R_Lactate_3555,(R)-Lactate
1625,bmst,bmst000284,S_Adenosyl_L_homocysteine,S_Adenosyl_L_homocysteine_3323,S-Adenosyl-L-homocysteine
1626,bmst,bmst000285,S_adenosyl_L_methionine,S_adenosyl_L_methionine_3321,s-(5'-Adenosyl)-L-methionine
1627,bmst,bmst000286,Salicylate,Salicylate_4063,Salicylate
1628,bmst,bmst000287,Selenomethionine,Selenomethionine_7713,Selenomethionine
1629,bmst,bmst000288,Thiamin,Thiamin_3668,Thiamin
1630,bmst,bmst000289,UDP,UDP_3317,UDP
1631,bmst,bmst000290,UDPglucuronate,UDPglucuronate_3467,UDP glucuronate
1634,bmst,bmst000293,Urocanate,Urocanate_4043,Urocanate
1635,bmst,bmst000294,agmatine,agmatine_3479,Agmatine
1636,bmst,bmst000295,alpha_D_galactose_1_phosphate,alpha_D_galactose_1_phosphate_3734,alpha-D-Galactose 1-phosphate
1637,bmst,bmst000296,alpha_D_glucose_1_6_bisphosphate,alpha_D_glucose_1_6_bisphosphate_3929,"alpha-D-Glucose 1,6-bisphosphate"
1638,bmst,bmst000297,alpha_D_glucose_1_phosphate,alpha_D_glucose_1_phosphate_13622,alpha-D-Glucose-1-phosphate
1639,bmst,bmst000298,alpha_ketoglutaric_acid,alpha_ketoglutaric_acid_3328,alpha-Ketoglutaric acid
1640,bmst,bmst000299,alpha_naphthoic_acid,alpha_naphthoic_acid_149851,alpha-Naphthoic acid
1641,bmst,bmst000300,amygdalin,amygdalin_10523,Amygdalin
1642,bmst,bmst000301,beta_alanine,beta_alanine_3399,beta-Alanine
1643,bmst,bmst000302,betaine_aldehyde,betaine_aldehyde_3855,Betaine aldehyde
1644,bmst,bmst000303,biotin,biotin_3420,(+)-Biotin
1645,bmst,bmst000304,citraconic_acid,citraconic_acid_5291,Citraconic acid
1646,bmst,bmst000305,creatine_phosphate,creatine_phosphate_5359,Creatine phosphate
1647,bmst,bmst000306,creatinine,creatinine_4049,Creatinine
1648,bmst,bmst000307,cyanuric_acid,cyanuric_acid_8783,Cyanuric acid
1649,bmst,bmst000308,diethyl_oxalacetate,diethyl_oxalacetate_209052,Diethyl oxalacetate
1650,bmst,bmst000309,dihydroxyacetone,dihydroxyacetone_3484,Dihydroxyacetone
1651,bmst,bmst000310,ethacrynic_acid,ethacrynic_acid_9197,Ethacrynic acid
1652,bmst,bmst000311,formate,formate_3358,Formate
1653,bmst,bmst000312,gamma_D_galactonolactone,gamma_D_galactonolactone_6218,"D-Galactono-1,4-lactone"
1654,bmst,bmst000313,glycerol,glycerol_3416,Glycerol
1655,bmst,bmst000314,glycogen,glycogen_3482,Glycogen
1656,bmst,bmst000315,glycolate,glycolate_3460,Glycolate
1657,bmst,bmst000316,homogentisic_acid,homogentisic_acid_3825,Homogentisic acid
1658,bmst,bmst000317,homovanillic_acid,homovanillic_acid_7908,Homovanillic acid
1659,bmst,bmst000318,indole_3_acetic_acid,indole_3_acetic_acid_4205,Indole-3-acetic acid
1660,bmst,bmst000319,isethionic_acid,isethionic_acid_7545,Isethionic acid
1661,bmst,bmst000320,isonicotinic_acid,isonicotinic_acid_9649,Isonicotinic acid
1662,bmst,bmst000321,itaconic_acid,itaconic_acid_3773,Itaconic acid
1663,bmst,bmst000322,kanamycin,kanamycin_4946,Kanamycin
1664,bmst,bmst000323,maleic_acid,maleic_acid_4579,Maleic Acid
1665,bmst,bmst000324,malic_acid,malic_acid_3977,Malic acid
1666,bmst,bmst000325,melibiose,melibiose_7769,Melibiose
1667,bmst,bmst000326,methyl_4_aminobutyrate,methyl_4_aminobutyrate_161621,Methyl 4-aminobutyrate
1668,bmst,bmst000327,methyl_N_acetyl_alpha_D_glucosaminide,methyl_N_acetyl_alpha_D_glucosaminide_673727,Methyl N-acetyl-alpha-D-glucosaminide
1669,bmst,bmst000328,methyl_oxobutanoic_acid,methyl_oxobutanoic_acid_3441,3-Methyl-2-oxobutinoic acid
1670,bmst,bmst000329,oxalate,oxalate_3509,Oxalate
1671,bmst,bmst000330,phenylacetic_acid,phenylacetic_acid_9297,Phenylacetic acid
1672,bmst,bmst000332,phosphoenolpyruvic_acid,phosphoenolpyruvic_acid_3374,Phosphoenolpyruvic acid
1673,bmst,bmst000333,polygalacturonic_acid,polygalacturonic_acid_3885810,Polygalacturonic acid
1674,bmst,bmst000334,propionic_acid,propionic_acid_3463,Propionic acid
